6.10400958674e-05 Northwest Alabama Regional Airport, United States
6.10400958674e-05 Dothan Rgnl, United States
6.10400958674e-05 Southwest Georgia Regional Airport, United States
6.10400958674e-05 Columbus Metropolitan Airport, United States
6.10400958674e-05 Valdosta Regional Airport, United States
6.10189620435e-05 McClellan-Palomar Airport, United States
6.10189620435e-05 Visalia Municipal Airport, United States
6.10189620435e-05 Merced Municipal Airport, United States
6.10189620435e-05 Inyokern Airport, United States
6.09823679966e-05 Jamnagar, India
6.09823679966e-05 Nanded Airport, India
6.09808168581e-05 St Gatien, France
6.09808168581e-05 Dundee, United Kingdom
6.09367721994e-05 Ziguinchor, Senegal
6.0849449837e-05 Chippewa County International Airport, United States
6.0849449837e-05 Delta County Airport, United States
6.0849449837e-05 Pellston Regional Airport of Emmet County Airport, United States
6.07716397438e-05 Eastern Oregon Regional Airport, United States
6.07308515621e-05 General Mariano Matamoros, Mexico
6.06981809051e-05 Barkley Regional Airport, United States
6.06981809051e-05 Muskegon County Airport, United States
6.06981809051e-05 Sioux Gateway Col Bud Day Fld, United States
6.06981809051e-05 Chippewa Valley Regional Airport, United States
6.06981809051e-05 Waterloo Regional Airport, United States
6.06981809051e-05 Dubuque Rgnl, United States
6.06981809051e-05 Houghton County Memorial Airport, United States
6.06981809051e-05 Watertown Intl, United States
6.06619532476e-05 Khasab, Oman
6.05904817538e-05 Kingston, Canada
6.05904817538e-05 Chris Hadfield, Canada
6.05902232435e-05 Shenandoah Valley Regional Airport, United States
6.05902232435e-05 Raleigh County Memorial Airport, United States
6.05902232435e-05 Lancaster Airport, United States
6.04692861237e-05 Rutland State Airport, United States
6.04692861237e-05 Adirondack Regional Airport, United States
6.04692861237e-05 Knox County Regional Airport, United States
6.04692861237e-05 Augusta State, United States
6.04658753459e-05 Grant County Airport, United States
6.04658753459e-05 Flagstaff Pulliam Airport, United States
6.04658753459e-05 Show Low Regional Airport, United States
6.04634517374e-05 Kuressaare, Estonia
6.04455821953e-05 Sorstokken, Norway
6.04455821953e-05 Bardufoss, Norway
6.04455821953e-05 Leirin, Norway
6.04106765691e-05 Ornskoldsvik, Sweden
6.04106765691e-05 Kiruna, Sweden
6.04106765691e-05 Gallivare, Sweden
6.03705484163e-05 Chico Muni, United States
6.03705484163e-05 Modesto City Co Harry Sham, United States
6.03705484163e-05 Redding Muni, United States
6.03426806558e-05 Geiteryggen, Norway
6.02980821981e-05 Trat, Thailand
6.02980821981e-05 Khon Kaen, Thailand
6.02980821981e-05 Lampang, Thailand
6.02980821981e-05 Sukhothai, Thailand
6.02641907526e-05 Isparta Süleyman Demirel Airport, Turkey
6.02641907526e-05 Nakhchivan Airport, Azerbaijan
6.02641907526e-05 Adiyaman Airport, Turkey
6.02626319595e-05 Sihanoukville, Cambodia
6.02202409532e-05 Gyumri, Armenia
6.02147771056e-05 Aurillac, France
6.02147771056e-05 Loudes, France
6.02147771056e-05 Lannion, France
6.02087460861e-05 Manistee County-Blacker Airport, United States
6.02039780774e-05 Salina Municipal Airport, United States
6.01965472555e-05 Agatti, India
6.0156488931e-05 Ouarzazate, Morocco
6.01467494832e-05 Tacheng Airport, China
6.01437475814e-05 Naxos, Greece
6.01437475814e-05 Filippos, Greece
6.01437475814e-05 Paros, Greece
6.01437475814e-05 Aristotelis, Greece
6.01437475814e-05 Syros Airport, Greece
6.01437475814e-05 Ioannina, Greece
6.01437475814e-05 Milos, Greece
6.00742118739e-05 Cambridge, United Kingdom
6.00524726405e-05 Jonkoping, Sweden
5.98497000999e-05 Athens Ben Epps Airport, United States
5.97866865857e-05 Islay, United Kingdom
5.97866865857e-05 Campbeltown Airport, United Kingdom
5.97866865857e-05 Barra Airport, United Kingdom
5.97866865857e-05 Tiree, United Kingdom
5.94746366538e-05 Brac, Croatia
5.94607063787e-05 Nefta, Tunisia
5.9178438335e-05 Arad, Romania
5.90597101365e-05 Yushu Batang, China
5.90153422204e-05 Logroño-Agoncillo Airport, Spain
5.89514768722e-05 Sármellék International Airport, Hungary
5.8915559047e-05 Ohrid, Macedonia
5.88853706491e-05 Yangyang International Airport, South Korea
5.88674348759e-05 Monaco, Monaco
5.88674348759e-05 Mirecourt, France
5.88673269684e-05 Sonderborg, Denmark
5.88673269684e-05 Karup, Denmark
5.88673269684e-05 Bornholm Ronne, Denmark
5.88344857856e-05 Saab, Sweden
5.87491485206e-05 Longvic, France
5.86617488179e-05 Anadolu Airport, Turkey
5.85247335782e-05 Banja Luka International Airport, Bosnia and Herzegovina
5.84555225273e-05 Taba Intl, Egypt
5.84533563267e-05 Kastelorizo, Greece
5.84384293698e-05 Burgos Airport, Spain
5.82050566341e-05 Tianshui Airport, China
5.31214700175e-05 San Pedro, Cote d'Ivoire
5.31214700175e-05 Silver Springs Airport, United States
5.31214700175e-05 Spencer Muni, United States
5.31214700175e-05 Chitose, Japan
5.31214700175e-05 Spangdahlem Ab, Germany
5.31214700175e-05 Black Hills Airport-Clyde Ice Field, United States
5.31214700175e-05 Albert Whitted, United States
5.31214700175e-05 Keshod, India
5.31214700175e-05 Kailashahar, India
5.31214700175e-05 Lilabari, India
5.31214700175e-05 Gare du Nord, France
5.31214700175e-05 Kandla, India
5.31214700175e-05 Pathankot, India
5.31214700175e-05 Jamshedpur, India
5.31214700175e-05 Southwest Michigan Regional Airport, United States
5.31214700175e-05 Beica Airport, Ethiopia
5.31214700175e-05 Belmont Airport, Australia
5.31214700175e-05 Beech Factory Airport, United States
5.31214700175e-05 Bluefields, Nicaragua
5.31214700175e-05 Laurence G Hanscom Fld, United States
5.31214700175e-05 Beru Island Airport, Kiribati
5.31214700175e-05 Berlin Brandenburg Willy Brandt, Germany
5.31214700175e-05 Bellary, India
5.31214700175e-05 Honington, United Kingdom
5.31214700175e-05 Teyman, Israel
5.31214700175e-05 Grosseto, Italy
5.31214700175e-05 Grímsey Airport, Iceland
5.31214700175e-05 Gray Aaf, United States
5.31214700175e-05 Grand Marais Cook County Airport, United States
5.31214700175e-05 Nonouti Airport, Kiribati
5.31214700175e-05 Sonderlandeplatz Norden-Norddeich, Germany
5.31214700175e-05 Nogales Intl, Mexico
5.31214700175e-05 Hood Aaf, United States
5.31214700175e-05 Tanjung Harapan Airport, Indonesia
5.31214700175e-05 Barysiai, Lithuania
5.31214700175e-05 Wheeling Ohio County Airport, United States
5.31214700175e-05 Hultsfred, Sweden
5.31214700175e-05 Kenosha Regional Airport, United States
5.31214700175e-05 Lake Murray Airport, Papua New Guinea
5.31214700175e-05 Aeropuerto Internacional Valle del Conlara, Argentina
5.31214700175e-05 Elmendorf Afb, United States
5.31214700175e-05 Les Ajoncs, France
5.31214700175e-05 Lae Airport, Marshall Islands
5.31214700175e-05 Edwards Afb, United States
5.31214700175e-05 Lossiemouth, United Kingdom
5.31214700175e-05 Arnage, France
5.31214700175e-05 Dupage, United States
5.31214700175e-05 Confresa Airport, Brazil
5.31214700175e-05 Jaime Gonzalez, Cuba
5.31214700175e-05 Pajuostis, Lithuania
5.31214700175e-05 Princeton Muni, United States
5.31214700175e-05 Gilberto Lavaque, Argentina
5.31214700175e-05 Ponca City Rgnl, United States
5.31214700175e-05 Marinduque Airport, Philippines
5.31214700175e-05 Foothills Regional Airport, United States
5.31214700175e-05 Merrill Fld, United States
5.31214700175e-05 Marco Islands, United States
5.31214700175e-05 Alberto Carnevalli, Venezuela
5.31214700175e-05 Eastern WV Regional Airport, United States
5.31214700175e-05 ZAPALA, Argentina
5.31214700175e-05 Apataki Airport, French Polynesia
5.31214700175e-05 Napa County Airport, United States
5.31214700175e-05 Centennial, United States
5.31214700175e-05 Phillips Aaf, United States
5.31214700175e-05 Komsomolsk-on-Amur Airport, Russia
5.31214700175e-05 Koro Island Airport, Fiji
5.31214700175e-05 Tofino, Canada
5.31214700175e-05 Shearwater, Canada
5.31214700175e-05 Winnipeg St Andrews, Canada
5.31214700175e-05 Yaounde Ville, Cameroon
5.31214700175e-05 South Lakeland Airport, United States
5.31214700175e-05 Port Bucyrus-Crawford County Airport, United States
5.31214700175e-05 Victoria River Downs Airport, Australia
5.31214700175e-05 Southern California Logistics, United States
5.31214700175e-05 Clear Lake Metroport, United States
5.31214700175e-05 Aleknagik Airport, United States
5.31214700175e-05 Hwange National Park, Zimbabwe
5.31214700175e-05 Waikoloa Heliport, United States
5.31214700175e-05 Wanaka, New Zealand
5.31214700175e-05 Stroudsburg-Pocono Airport, United States
5.31214700175e-05 Pedro Bay Airport, United States
5.31214700175e-05 Jan Mayensfield, Norway
5.31214700175e-05 Edinburgh Waverly Station, United Kingdom
5.31214700175e-05 Davis Monthan Afb, United States
5.31214700175e-05 Diamantino Airport, Brazil
5.31214700175e-05 Bloyer Field, United States
5.31214700175e-05 St. Peter-Ording Airport, Germany
5.31214700175e-05 Pasni, Pakistan
5.31214700175e-05 Perth Scone Airport, United Kingdom
5.31214700175e-05 Port Said, Egypt
5.31214700175e-05 Landskrona, Sweden
5.31214700175e-05 Palacios Muni, United States
5.31214700175e-05 Stanley Airport, Falkland Islands
5.31214700175e-05 Papa Stour Airport, United Kingdom
5.31214700175e-05 Baco Airport, Ethiopia
5.31214700175e-05 Boca Raton, United States
5.31214700175e-05 Hector Silva Airstrip, Belize
5.31214700175e-05 Benguera Island Airport, Mozambique
5.31214700175e-05 Capitán Av. German Quiroga G. Airport, Bolivia
5.31214700175e-05 Sarh Airport, Chad
5.31214700175e-05 Strahan Airport, Australia
5.31214700175e-05 Sierra Blanca Regional Airport, United States
5.31214700175e-05 Soroti, Uganda
5.31214700175e-05 Krymsk, Russia
5.31214700175e-05 Taldykorgan Airport, Kazakhstan
5.31214700175e-05 Anglesey Airport, United Kingdom
5.31214700175e-05 Tandil, Argentina
5.31214700175e-05 Tandag Airport, Philippines
5.31214700175e-05 Forest Lake Airport, United States
5.31214700175e-05 Daman, India
5.31214700175e-05 Theodore, Australia
5.31214700175e-05 Fort McMurray - Mildred Lake Airport, Canada
5.31214700175e-05 Meridian Nas, United States
5.31214700175e-05 All Airports, United Kingdom
5.31214700175e-05 Nowra Airport, Australia
5.31214700175e-05 Monclova Intl, Mexico
5.31214700175e-05 Lewis University Airport, United States
5.31214700175e-05 Bowman Fld, United States
5.31214700175e-05 Sierra Vista Muni Libby Aaf, United States
5.31214700175e-05 Halim Perdanakusuma International Airport, Indonesia
5.31214700175e-05 Plantation Airpark, United States
5.31214700175e-05 El Obeid, Sudan
5.31214700175e-05 Ebenhofen BF, Germany
5.31214700175e-05 El Bagre Airport, Colombia
5.31214700175e-05 El Borma, Tunisia
5.31214700175e-05 Bochum Railway, Germany
5.31214700175e-05 Rafsanjan Airport, Iran
5.31214700175e-05 Del Rio Intl, United States
5.31214700175e-05 Beauregard Rgnl, United States
5.31214700175e-05 Drietabbetje Airstrip, Suriname
5.31214700175e-05 Drummond Island Airport, United States
5.31214700175e-05 Derby Airport, Australia
5.31214700175e-05 Tunggul Wulung, Indonesia
5.31214700175e-05 Capital City Airport, United States
5.31214700175e-05 Coolidge Municipal Airport, United States
5.31214700175e-05 Calexico Intl, United States
5.31214700175e-05 Lone Star Executive, United States
5.31214700175e-05 Goma, Congo (Kinshasa)
5.31214700175e-05 Manu Dayak, Niger
5.31214700175e-05 Avalon, United States
5.31214700175e-05 Marana Regional, United States
5.31214700175e-05 Mokpo Airport, South Korea
5.31214700175e-05 MariposaYosemite, United States
5.31214700175e-05 Edward F Knapp State, United States
5.31214700175e-05 Mariupol International Airport, Ukraine
5.31214700175e-05 Mamitupo, Panama
5.31214700175e-05 Maximo Gomez, Cuba
5.31214700175e-05 Mulatupo Airport, Panama
5.31214700175e-05 Arvaikheer Airport, Mongolia
5.31214700175e-05 Amparai, Sri Lanka
5.31214700175e-05 Aviano Ab, Italy
5.31214700175e-05 Maripasoula Airport, French Guiana
5.31214700175e-05 Ouani, Comoros
5.31214700175e-05 Gorna Oryahovitsa, Bulgaria
5.31214700175e-05 Desroches, Seychelles
5.31214700175e-05 Mansfield Municipal, United States
5.31214700175e-05 Golden Airport, Canada
5.31214700175e-05 Texada Gillies Bay Airport, Canada
5.31214700175e-05 Gods Lake Narrows Airport, Canada
5.31214700175e-05 Gimli Industrial Park Airport, Canada
5.31214700175e-05 Valenca Airport, Brazil
5.31214700175e-05 Maamigili Airport, Maldives
5.31214700175e-05 Chabeuil, France
5.31214700175e-05 Moody Afb, United States
5.31214700175e-05 South Jersey Regional Airport, United States
5.31214700175e-05 Vavau Intl, Tonga
5.31214700175e-05 Wau Airport, Sudan
5.31214700175e-05 Wiluna Airport, Australia
5.31214700175e-05 Garner Field, United States
5.31214700175e-05 Hannover Messe-Heliport, Germany
5.31214700175e-05 Miandrivazo, Madagascar
5.31214700175e-05 New Haven Rail Station, United States
5.31214700175e-05 Rocky Mount Wilson Regional Airport, United States
5.31214700175e-05 Rawlins Municipal Airport-Harvey Field, United States
5.31214700175e-05 Rivne International Airport, Ukraine
5.31214700175e-05 Dongola, Sudan
5.31214700175e-05 Dodoma, Tanzania
5.31214700175e-05 Djoemoe Airstrip, Suriname
5.31214700175e-05 Dolpa, Nepal
5.31214700175e-05 Dover Afb, United States
5.31214700175e-05 Municipal Airport, United States
5.31214700175e-05 Tadoule Lake Airport, Canada
5.31214700175e-05 Puerto Deseado, Argentina
5.31214700175e-05 Carbon County Regional-Buck Davis Field, United States
5.31214700175e-05 Puerto Cabezas, Nicaragua
5.31214700175e-05 Puerto Rico Airport, Bolivia
5.31214700175e-05 Kankan, Guinea
5.31214700175e-05 Bauru, Brazil
5.31214700175e-05 Barnes Municipal, United States
5.31214700175e-05 Baguio, Philippines
5.31214700175e-05 Barksdale Afb, United States
5.31214700175e-05 Beale Afb, United States
5.31214700175e-05 Bamberg BF, Germany
5.31214700175e-05 Heydar Aliyev, Azerbaijan
5.31214700175e-05 Kindu, Congo (Kinshasa)
5.31214700175e-05 Stevens Point Municipal Airport, United States
5.31214700175e-05 Stauning, Denmark
5.31214700175e-05 Santa Barbara Del Zulia, Venezuela
5.31214700175e-05 Stockholm Cruise Port, Sweden
5.31214700175e-05 Rosecrans Mem, United States
5.31214700175e-05 Sterling Municipal Airport, United States
5.31214700175e-05 Santa Cruz, Brazil
5.31214700175e-05 London St Pancras, United Kingdom
5.31214700175e-05 Nueva Hesperides Intl, Uruguay
5.31214700175e-05 Confresa Airport, Brazil
5.31214700175e-05 Telefomin Airport, Papua New Guinea
5.31214700175e-05 Meythet, France
5.31214700175e-05 Newcastle, South Africa
5.31214700175e-05 Chenega Bay Airport, United States
5.31214700175e-05 North Caicos, Turks and Caicos Islands
5.31214700175e-05 Valkenburg, Netherlands
5.31214700175e-05 Funter Bay Seaplane Base, United States
5.31214700175e-05 Limon Intl, Costa Rica
5.31214700175e-05 Likiep Airport, Marshall Islands
5.31214700175e-05 Fane Airport, Papua New Guinea
5.31214700175e-05 Loikaw Airport, Burma
5.31214700175e-05 Lins, Brazil
5.31214700175e-05 Lisala, Congo (Kinshasa)
5.31214700175e-05 Fort Collins Loveland Muni, United States
5.31214700175e-05 Richland Airport, United States
5.31214700175e-05 Kamishly Airport, Syria
5.31214700175e-05 Kariba Intl, Zimbabwe
5.31214700175e-05 Gangneung, South Korea
5.31214700175e-05 Kaieteur, Guyana
5.31214700175e-05 Kamarang Airport, Guyana
5.31214700175e-05 Jekyll Island Airport, United States
5.31214700175e-05 Kauhava, Finland
5.31214700175e-05 Kalbarri Airport, Australia
5.31214700175e-05 Champagne, France
5.31214700175e-05 Haifa, Israel
5.31214700175e-05 Oxnard - Ventura County, United States
5.31214700175e-05 Miami University Airport, United States
5.31214700175e-05 Waterbury-Oxford Airport, United States
5.31214700175e-05 RUDNIKI , Poland
5.31214700175e-05 Chisana Airport, United States
5.31214700175e-05 Cape Romanzof Lrrs, United States
5.31214700175e-05 Chachoan, Ecuador
5.31214700175e-05 Atbara Airport, Sudan
5.31214700175e-05 Arthurs Town Airport, Bahamas
5.31214700175e-05 Antsirabe, Madagascar
5.31214700175e-05 Atar, Mauritania
5.31214700175e-05 Tadji Airport, Papua New Guinea
5.31214700175e-05 Japura, Indonesia
5.31214700175e-05 Coulter Fld, United States
5.31214700175e-05 Puerto Natales, Chile
5.31214700175e-05 Wainwright As, United States
5.31214700175e-05 Foster Field, United States
5.31214700175e-05 Porto Nacional, Brazil
5.31214700175e-05 Northeast Philadelphia, United States
5.31214700175e-05 Punta Gorda Airport, Belize
5.31214700175e-05 Hamburg Inc Airport, United States
5.31214700175e-05 Pittsburgh-Monroeville Airport, United States
5.31214700175e-05 Manitoulin East, Canada
5.31214700175e-05 Yeovilton, United Kingdom
5.31214700175e-05 Estevan, Canada
5.31214700175e-05 Yecheon, South Korea
5.31214700175e-05 Gladwin Zettel Memorial Airport, United States
5.31214700175e-05 Eureka, Canada
5.31214700175e-05 Edson, Canada
5.31214700175e-05 Vologda Airport, Russia
5.31214700175e-05 North Las Vegas Airport, United States
5.31214700175e-05 Regional Airport, United States
5.31214700175e-05 Cape May Co, United States
5.31214700175e-05 Henry Post Aaf, United States
5.31214700175e-05 Fort Stockton Pecos Co, United States
5.31214700175e-05 Shamattawa Airport, Canada
5.31214700175e-05 Stamford Amtrak Station, United States
5.31214700175e-05 Boston Back Bay Station, United States
5.31214700175e-05 Zaqatala International Airport, Azerbaijan
5.31214700175e-05 Zhytomyr, Ukraine
5.31214700175e-05 Rukumkot, Nepal
5.31214700175e-05 Rumjatar, Nepal
5.31214700175e-05 Helsingborg Cruise Port, Sweden
5.31214700175e-05 Albian Aerodrome, Canada
5.31214700175e-05 Shute Harbour, Australia
5.31214700175e-05 Dickwella Airport, Sri Lanka
5.31214700175e-05 Frasca Field, United States
5.31214700175e-05 Loubomo Airport, Congo (Brazzaville)
5.31214700175e-05 Soesterberg, Netherlands
5.31214700175e-05 Matari, Congo (Kinshasa)
5.31214700175e-05 Utirik Airport, Marshall Islands
5.31214700175e-05 Indian Mountain Lrrs, United States
5.31214700175e-05 Tunica Municipal Airport, United States
5.31214700175e-05 Iringa, Tanzania
5.31214700175e-05 Queenstown, South Africa
5.31214700175e-05 Ustupo, Panama
5.31214700175e-05 Ishurdi, Bangladesh
5.31214700175e-05 Tarare, France
5.31214700175e-05 Bremerton National, United States
5.31214700175e-05 Chicago Executive, United States
5.31214700175e-05 Bochum HBF, Germany
5.31214700175e-05 Ilford Airport, Canada
5.31214700175e-05 Nakhon Ratchasima, Thailand
5.31214700175e-05 Annai Airport, Guyana
5.31214700175e-05 Bourges, France
5.31214700175e-05 Nalchik Airport, Russia
5.31214700175e-05 Bartow Municipal Airport, United States
5.31214700175e-05 Boma Airport, Congo (Kinshasa)
5.31214700175e-05 Hunter Aaf, United States
5.31214700175e-05 Regional Airport, United States
5.31214700175e-05 San Antonio Del Tachira, Venezuela
5.31214700175e-05 Sparrevohn Lrrs, United States
5.31214700175e-05 Negage, Angola
5.31214700175e-05 Teniente Vidal, Chile
5.31214700175e-05 Mandinga Airport, Colombia
5.31214700175e-05 Sherman Aaf, United States
5.31214700175e-05 Cooch Behar, India
5.31214700175e-05 Sazena, Czech Republic
5.31214700175e-05 Flensburg Schaferhaus, Germany
5.31214700175e-05 Coll Airport, United Kingdom
5.31214700175e-05 Chignik Lagoon Airport, United States
5.31214700175e-05 Koggala Airport, Sri Lanka
5.31214700175e-05 Ozona Muni, United States
5.31214700175e-05 Moron Ab, Spain
5.31214700175e-05 Nelspruit Airport, South Africa
5.31214700175e-05 Mykolaiv International Airport, Ukraine
5.31214700175e-05 Sharona, Afghanistan
5.31214700175e-05 Suwannee County Airport, United States
5.31214700175e-05 Holloman Afb, United States
5.31214700175e-05 Darnley Island Airport, Australia
5.31214700175e-05 Laughlin Afb, United States
5.31214700175e-05 Ramechhap, Nepal
5.31214700175e-05 Sentral, Malaysia
5.31214700175e-05 Polk County Airport - Cornelius Moore Field, United States
5.31214700175e-05 Clayton County Tara Field, United States
5.31214700175e-05 Isbell Field Airport, United States
5.31214700175e-05 Jackson County Airport, United States
5.31214700175e-05 Downtown, United States
5.31214700175e-05 Lee C Fine Memorial Airport, United States
5.31214700175e-05 Davis Fld, United States
5.31214700175e-05 Vestmannaeyjar, Iceland
5.31214700175e-05 Saint Geoirs, France
5.31214700175e-05 Chinle Municipal Airport, United States
5.31214700175e-05 Hartford Union Station, United States
5.31214700175e-05 Newark Penn Station, United States
5.31214700175e-05 Train Station, United States
5.31214700175e-05 Frankfurt-Main Hauptbahnhof, Germany
5.31214700175e-05 Atlantic City Rail Terminal, United States
5.31214700175e-05 Rio Sidra, Panama
5.31214700175e-05 Dikson Airport, Russia
5.31214700175e-05 Knoxville Downtown Island Airport, United States
5.31214700175e-05 De Kalb Taylor Municipal Airport, United States
5.31214700175e-05 Chautauqua County-Dunkirk Airport, United States
5.31214700175e-05 Dunk Island Airport, Australia
5.31214700175e-05 Vallee De Seine, France
5.31214700175e-05 Kursk East Airport, Russia
5.31214700175e-05 Centre-Piedmont-Cherokee County Regional Airport, United States
5.31214700175e-05 Gilmer County Airport, United States
5.31214700175e-05 Chemehuevi Valley, United States
5.31214700175e-05 Plymouth Municipal Airport, United States
5.31214700175e-05 Penrhyn Island Airport, Cook Islands
5.31214700175e-05 Kaneohe Bay Mcaf, United States
5.31214700175e-05 Ngau Airport, Fiji
5.31214700175e-05 Hyderabad Airport, Pakistan
5.31214700175e-05 Corpus Christi NAS, United States
5.31214700175e-05 Hondo Municipal Airport, United States
5.31214700175e-05 Hamadan Airport, Iran
5.31214700175e-05 Manang, Nepal
5.31214700175e-05 Hardwick Field Airport, United States
5.31214700175e-05 Dillingham, United States
5.31214700175e-05 Brigham City, United States
5.31214700175e-05 Monroe County Airport, United States
5.31214700175e-05 Borkum, Germany
5.31214700175e-05 Bitam, Gabon
5.31214700175e-05 Brampton Island, Australia
5.31214700175e-05 Bamburi, Kenya
5.31214700175e-05 Big Mountain Afs, United States
5.31214700175e-05 Shepparton, Australia
5.31214700175e-05 Shinyanga Airport, Tanzania
5.31214700175e-05 Shimojishima, Japan
5.31214700175e-05 Sokcho, South Korea
5.31214700175e-05 Michigan City Municipal Airport, United States
5.31214700175e-05 Nusatupe Airport, Solomon Islands
5.31214700175e-05 Xewkija Heliport, Malta
5.31214700175e-05 Iosco County, United States
5.31214700175e-05 Dobbins Arb, United States
5.31214700175e-05 Orange County Airport, United States
5.31214700175e-05 Margate, South Africa
5.31214700175e-05 Baracoa, Colombia
5.31214700175e-05 Yasser Arafat Intl, Palestine
5.31214700175e-05 Romblon Airport, Philippines
5.31214700175e-05 7 Novembre, Tunisia
5.31214700175e-05 Tabora Airport, Tanzania
5.31214700175e-05 Dayton-Wright Brothers Airport, United States
5.31214700175e-05 Guangzhou South Railway Station, China
5.31214700175e-05 Tabiteuea North, Kiribati
5.31214700175e-05 Kalaupapa Airport, United States
5.31214700175e-05 Brooks Field Airport, United States
5.31214700175e-05 Lukla, Nepal
5.31214700175e-05 Luke Afb, United States
5.31214700175e-05 Schaumburg Regional, United States
5.31214700175e-05 Lost Nation Municipal Airport, United States
5.31214700175e-05 Mainz Finthen, Germany
5.31214700175e-05 Duxford Aerodrome, United Kingdom
5.31214700175e-05 Iginniarfik Heliport, Greenland
5.31214700175e-05 Renmark, Australia
5.31214700175e-05 Boufarik, Algeria
5.31214700175e-05 Kenema Airport, Sierra Leone
5.31214700175e-05 Kiel Holtenau, Germany
5.31214700175e-05 Ekwok Airport, United States
5.31214700175e-05 Kaedi, Mauritania
5.31214700175e-05 Kericho, Kenya
5.31214700175e-05 Kempten HBF, Germany
5.31214700175e-05 Halli, Finland
5.31214700175e-05 Ferry County Airport, United States
5.31214700175e-05 Pitu, Indonesia
5.31214700175e-05 Coto 47, Costa Rica
5.31214700175e-05 Anacortes Airport, United States
5.31214700175e-05 Otu, Colombia
5.31214700175e-05 Amakusa Airfield, Japan
5.31214700175e-05 Ridgeland Airport, United States
5.31214700175e-05 Motueka, New Zealand
5.31214700175e-05 Mocimboa Da Praia, Mozambique
5.31214700175e-05 Frescaty, France
5.31214700175e-05 Ambodedjo, Mali
5.31214700175e-05 Marakei Airport, Kiribati
5.31214700175e-05 Mallacoota Airport, Australia
5.31214700175e-05 Yam Island Airport, Australia
5.31214700175e-05 Montbeugny, France
5.31214700175e-05 Armstrong, Canada
5.31214700175e-05 Swift Current, Canada
5.31214700175e-05 Condron Aaf, United States
5.31214700175e-05 San Juan - Uganik Seaplane Base, United States
5.31214700175e-05 Waspam Airport, Nicaragua
5.31214700175e-05 Westerly State Airport, United States
5.31214700175e-05 Hyvinkaa, Finland
5.31214700175e-05 Whitsunday Airstrip, Australia
5.31214700175e-05 Westsound Seaplane Base, United States
5.31214700175e-05 Captain Rogelio Castillo National Airport, Mexico
5.31214700175e-05 Bosset Airport, Papua New Guinea
5.31214700175e-05 Cuyo Airport, Philippines
5.31214700175e-05 Morgantown Airport, United States
5.31214700175e-05 Fort William Heliport, United Kingdom
5.31214700175e-05 Southern Wisconsin Regional Airport, United States
5.31214700175e-05 Pocos De Caldas, Brazil
5.31214700175e-05 Rheine Bentlage, Germany
5.31214700175e-05 Municipal Airport, United States
5.31214700175e-05 Pucón Airport, Chile
5.31214700175e-05 Pope Field, United States
5.31214700175e-05 Deir Zzor, Syria
5.31214700175e-05 Coleman A Young Muni, United States
5.31214700175e-05 Dembidollo Airport, Ethiopia
5.31214700175e-05 Mbandaka, Congo (Kinshasa)
5.31214700175e-05 Upolu, United States
5.31214700175e-05 Ambanja Airport, Madagascar
5.31214700175e-05 Inverell, Australia
5.31214700175e-05 Lakehurst Naes, United States
5.31214700175e-05 Alcides Fernandez Airport, Colombia
5.31214700175e-05 Negril Aerodrome, Jamaica
5.31214700175e-05 Hagfors Airport, Sweden
5.31214700175e-05 Necochea Airport, Argentina
5.31214700175e-05 Banks Airport, United States
5.31214700175e-05 Nezhitino, Russia
5.31214700175e-05 Hornafjordur, Iceland
5.31214700175e-05 Hartford Brainard, United States
5.31214700175e-05 Stephens Co, United States
5.31214700175e-05 Georgetown County Airport, United States
5.31214700175e-05 Buckley Afb, United States
5.31214700175e-05 Bykovo, Russia
5.31214700175e-05 Burke Lakefront Airport, United States
5.31214700175e-05 Balkanabat, Turkmenistan
5.31214700175e-05 Barking Sands Pmrf, United States
5.31214700175e-05 Brookings Regional Airport, United States
5.31214700175e-05 Bukavu Kavumu, Congo (Kinshasa)
5.31214700175e-05 Bukoba Airport, Tanzania
5.31214700175e-05 Sartaneja Airport, Belize
5.31214700175e-05 Seinäjoki Airport, Finland
5.31214700175e-05 Brenoux, France
5.31214700175e-05 Bassatine, Morocco
5.31214700175e-05 Gounda Airport, Central African Republic
5.31214700175e-05 Castle, United States
5.31214700175e-05 Meghauli Airport, Nepal
5.31214700175e-05 Messina, South Africa
5.31214700175e-05 Leeuwarden, Netherlands
5.31214700175e-05 Lerwick / Tingwall Airport, United Kingdom
5.31214700175e-05 Lawrence Municipal Airport, United States
5.31214700175e-05 Lawrence Municipal, United States
5.31214700175e-05 South Haven Area Regional Airport, United States
5.31214700175e-05 Caribou Muni, United States
5.31214700175e-05 Kogalym International, Russia
5.31214700175e-05 Tsletsi Airport, Algeria
5.31214700175e-05 Kananga, Congo (Kinshasa)
5.31214700175e-05 Dusseldorf Hauptbahnhof, Germany
5.31214700175e-05 Kedougou, Senegal
5.31214700175e-05 Koliganek Airport, United States
5.31214700175e-05 Karonga, Malawi
5.31214700175e-05 Kirovograd, Ukraine
5.31214700175e-05 Cape Palmas Airport, Liberia
5.31214700175e-05 Capurgana Airport, Colombia
5.31214700175e-05 Culebra Airport, Puerto Rico
5.31214700175e-05 St. Louis Downtown Airport, United States
5.31214700175e-05 Bekily, Madagascar
5.31214700175e-05 Mora, Sweden
5.31214700175e-05 McCarthy Airport, United States
5.31214700175e-05 Maintirano Airport, Madagascar
